label,humanLabel,text,score
POSITIVE,0,これだけは言える民放で生はまだ一度も披露した事はないNHKでさえも披露してないこれは紅白で生ライブ決定だろう盛り上がるぞ,0.9641
NEUTRAL,0,本日の再生数は1027515回です先週の今日が1032143回なので先週比は99.6%です先週超えまでもう少しでしたね,0.698
POSITIVE,0,これは嘘じゃない愛してる♬言われてみたいな愛されていないから・・・,0.434
POSITIVE,1,すごい幸せいっぱいになるきょく,0.982
POSITIVE,1,公開半年で3.4億……初動爆発力は他の曲を遥かに越してるどこまで続くかな推しの子第2期楽しみ,0.9902
POSITIVE,1,レコード大賞アイドル以外に何がある今年はアイドルが強すぎるしそれ以外が弱すぎるたとえ候補に上がったとしてもそれはもうお星様の引き立て役ABCとしてフリに使われるだけもう一度言うけどアイドルが強すぎる,0.5245
POSITIVE,1,神曲,0.9224
POSITIVE,1,3.42億再生おめでとう🎉🎉,0.9539
POSITIVE,0,今年の日本レコード大賞はアイドルに決まりだ‼️,0.9759
POSITIVE,0,さぁ明日はランキングが1つ上がるぞ4位→3位,0.9315
NEUTRAL,0,久しぶりに動画みたら再生数エグチ,0.6452
POSITIVE,1,3:14アウトロ専用のメロディーラインを入れるのってすごい挑戦的だと思うんだけどアイの物語はここで終わりだけど本編はここから始まるんですって感じがしてすごく好きなんですが共感してくれる人っていますかね,0.9757
POSITIVE,1,今東北に来てんだけど東北で聴くアイドルもまた良いわ,0.9824
NEGATIVE,0,最近マンガの128話関連のコメントが多い控えてほしいまだ知らない人もいるんだからさ,0.7033
NEUTRAL,1,最初から後半までは讃美歌的な感じだったんだけど3:16の辺りからポップな感じになってるんだよね本心をさらけ出した事でアイドル(偶像)という建前であり飾りを捨てたって事なんだろうか,0.6955
NEUTRAL,1,名曲が多すぎるからおまかせを注文しても大丈夫なアーティスト(?),0.6412
POSITIVE,0,明日もアイドル,0.8248
NEGATIVE,1,聞き終わって浮かんでくる感想がこの曲いいなじゃなくてこの曲ヤバいななのは中に狂ってると思う,0.5141
NEUTRAL,0,いぉヴぇあい,0.5653
NEUTRAL,0,21世紀でこれまでで最も流行った曲はってインタビューされたらアイドルと答える,0.8714
NEUTRAL,0,仮にこの四半世紀でレコード大賞に選ばれた曲同士でさらに上の賞を賭けた対決をしたとしてもアイドルがその中から選ばれるやろな,0.8159
NEUTRAL,0,でも幾田はどうする,0.636
POSITIVE,1,感情99点歌うま99点やね,0.5625
POSITIVE,0,去年はHabit今年はアイドルよ👀👀,0.973
POSITIVE,1,最近深夜になったらアイドル踊り狂ってるんだけどチョー絶気持ちいい,0.9894
POSITIVE,1,YOASOBIのAyaseさん可愛い(*≧з≦)ですYOASOBIのAyaseさんikuraさんの2人の皆さんの歌🎤がキレキレで素晴らしいです😊🎵僕は毎日YOASOBIのAyaseさんikuraさんの2人の皆さんの歌🎤で元気と勇気を貰ってますYOASOBIのAyaseさんikuraさんの2人の皆さんありがとう(*▽*)YOASOBIのAyaseさんikuraさんの2人の皆さん夢に向かって頑張ってください👊😆🎵ずっとずっと応援してます👊😄📢,0.9841
POSITIVE,1,アニメに合いすぎている神曲,0.9737
NEUTRAL,1,知らない内にえぐい事になってて草,0.8726
NEUTRAL,0,再生回数アメリカの人口超えてて草,0.5135
POSITIVE,0,推しの子に旭山動物園参戦してほしい,0.8616
NEUTRAL,0,資本経済は子宮の入り口当たってるぅ\\\,0.6805
NEUTRAL,0,ええぇ人気ランキング4位なのー,0.5097
POSITIVE,1,成人式男性3人組も好き❤,0.9803
NEUTRAL,0,2050年聴いてる人,0.7979
POSITIVE,1,コメント13万件おめでとう🎉,0.9816
POSITIVE,-1,まふまふ方が好きです❤,0.9633
POSITIVE,1,テンポがいい,0.9833
NEGATIVE,-1,とうとう人気1位のミュージックビデオから落ちてしまった…,0.9932
POSITIVE,1,啊我最喜歡後面的愛してる,0.9883
POSITIVE,1,YOASOBIさん天才だーずっと聴いていられるー最高,0.9922
NEUTRAL,0,推しの子が半年経っても流行っている理由3割この曲説,0.9316
NEUTRAL,0,最後のアイシテルは泣ける,0.7426
POSITIVE,1,アイドルがテレビで紹介されると嬉しくて涙出そうになる,0.9732
NEGATIVE,0,最後の愛してるで何回も泣いてしまう(_)ショックすぎて,0.9894
POSITIVE,1,6ヶ月で再生回数3.4億回って凄いな,0.8716
POSITIVE,1,学校の運動会でアイドルやってめちゃ嬉しかった,0.9917
NEUTRAL,1,ラスサビはアイの言いたかったこと全部入れてるのまじ涙,0.4663
POSITIVE,1,#アイドル最高,0.9925
NEGATIVE,0,ちょっと待ってゲッターが飛んでないやん!!,0.9725
POSITIVE,1,推しのアイ様❤,0.8137
NEGATIVE,1,なんか中毒になりますよね😆,0.9309
NEGATIVE,-1,変な歌,0.8135
NEGATIVE,0,2期のOP担当バカ重圧えぐいやん,0.9861
POSITIVE,1,すまない先生かっこいいです好き💖😊💓😊❤️,0.9948
NEGATIVE,0,アニメ漫画見てないとわからないことだらけなんだなぁ…,0.9854
POSITIVE,0,0:48地面の反射に一瞬映るモノ作画ってのは不要なものは描かないつまりこれは必要な作画だったんだ???つまり僕は完璧で究極の変態❤PS.普通にこの曲大好きです❤️,0.9023
NEUTRAL,0,高速SAからあちらこちらで聴こえるアイドルの楽曲聴いてるね隣のオバはん群青聴いてるわ,0.7223
NEGATIVE,0,なんでよさっき1位だったのにado嫌い,0.99
NEUTRAL,0,0:03ルビーだな,0.9422
NEGATIVE,1,曲は良かったですが残念ながら星野愛さんは亡くなってしまいました,0.9557
NEUTRAL,0,0:03ここやっぱルビーじゃね目の色ピンクやし,0.9178
POSITIVE,1,素晴らしいなぁ✨😍,0.989
NEUTRAL,0,もう半年前なんか時間経つの早いな,0.5833
POSITIVE,0,りおちゃんが歌ってたねお父さんに説教してたけど確かマイクをヘアブラシにしてね😊,0.5328
POSITIVE,1,素晴らしい,0.9933
POSITIVE,0,朝もアイドル,0.7418
NEGATIVE,1,三億行っちゃったよ…もう誰にもとめらんねぇよ…,0.8647
POSITIVE,1,途中の脚韻が聴き心地良すぎる,0.9862
POSITIVE,0,アイの生涯を語っている曲だよね,0.6543
NEUTRAL,1,⒊4億再生おめでと,0.4933
NEUTRAL,0,もう半年経ったことに驚き,0.8206
POSITIVE,1,再生数が天元突破してる凄い,0.9068
POSITIVE,0,今夜はコメントのバグが無く静かな航海になりそうだスヤスヤ……,0.5784
NEUTRAL,1,久に見にきたら再生回数えぐいことなってるwww,0.4871
POSITIVE,1,3.41億再生おめでとう🎉🎉あと次まで900万だ,0.963
NEUTRAL,0,思ったんだけど色違う方ルビーやな,0.852
POSITIVE,0,ワンチャン五億の夢見せてくれそうで震えてる,0.9564
POSITIVE,1,5億再生おめでとう(未来の記憶,0.9692
POSITIVE,0,本日の再生数は837753回です先週の今日が903376回なので先週比は92.7%です明日最後の100万再生を…………いやいつも通りの100万再生を拝みましょう,0.7121
POSITIVE,1,私はタイ人ですが今でもこの曲を何度も聞くのが好きですたとえ訳せなくてもでもとても綺麗なので聞いてみます,0.9867
NEGATIVE,0,フリーレンだけど再生数が伸びないな何故だろう1日に平均100万再生ないんだよなアイドルのせいだとか言われそうYOASOBI的にはどちらでもいいんだろうがフリーレンファンは納得しないだろう何とか協力してやりたい物だが・・・,0.7384
POSITIVE,1,いつまでランキング載ってんねん神曲すぎたろ流石に,0.9425
NEUTRAL,0,おいおいまだ4億再生いってないのかよ,0.866
POSITIVE,0,将棋8冠王に勝利した世界一位のチェスプレイヤーごーごーマザーカールおじさん,0.7498
NEUTRAL,0,Lemonは3億→4億まで128日前後かかりましたがアイドルはそれより早く行けるかな,0.5505
POSITIVE,0,年内4億かなり現実味を帯びてきたぞ,0.6211
POSITIVE,0,間違いなく今年で1番聴かれた曲,0.9272
POSITIVE,0,知らぬ間に3.41億再生になってたわw,0.5416
POSITIVE,0,この曲から推しの子に入った人多いだろうなぁ,0.675
NEGATIVE,0,岡村さんのアイドルが下手すぎて交互に聴いちゃう,0.7349
POSITIVE,1,ヨアソビは日本の誇りです,0.8199
POSITIVE,0,日曜日にランキングが4位→3位に上がります確定情報です,0.6903
POSITIVE,1,日本中のアーティストがYOASOBIに注目してまっせ👍,0.771
POSITIVE,1,0:01始まる頃から興奮する,0.9635
NEUTRAL,0,星野アイって実際のアイドルで例えるなら誰なんだろう,0.93
POSITIVE,1,四億おめでとう,0.9602
NEUTRAL,0,君たちここに来るの1回目じゃ無いでしょ,0.5859
POSITIVE,1,何回も聞いても飽きない,0.6746
POSITIVE,1,神曲❤❤❤❤❤❤❤😊😊😊😊😊😊⭐⭐⭐⭐⭐💯💯💯💯✌️✌️✌️✌️👍👍👍👍🥰🥰🥰🥰🥰🥰🥰🥰,0.9183
NEUTRAL,0,僕の推しはボンジョビですIT'MY LIFEの13億は超えられねえ,0.5467
NEGATIVE,0,ヤバい若い子は気づいてる,0.8279
NEGATIVE,0,コメントのバグは終了かなコメント読むため戻るのにエライ面倒だったからな,0.9473
POSITIVE,1,これは無限に聴ける神曲ですわ,0.9789
POSITIVE,1,絶対ハマるもんかって思ってて気づいたら毎日聴いてるんですが,0.549
POSITIVE,1,私はアイドルが大すき,0.9882
NEUTRAL,0,次は3億5000万回,0.6694
POSITIVE,1,惹きつける人っているよね人間はおもしろいね,0.9445
POSITIVE,1,3.4億再生おめでとう,0.9639
POSITIVE,1,半年たっても伝説的なアイドル様😊あと6000万回で4億回😊😊❤❤アイシテル,0.5788
NEUTRAL,1,いつもレんしゅうしてるうしてるよだいすきだよ❤❤❤❤❤❤❤❤,0.6636
NEUTRAL,1,この歌いいよなー,0.511
NEGATIVE,0,せんもん,0.595
POSITIVE,0,12月中には4億行けるかなぁ,0.9234
NEGATIVE,0,難しい😓1:34,0.6616
POSITIVE,1,2期の曲大丈夫か……って思ってしまうくらいにはこの曲作品にマッチしてる,0.7407
NEGATIVE,1,最後アイドルの仮面(被り物)を捨てて愛してるって伝えるの本当に嘘じゃないんだろうなって,0.7321
NEGATIVE,0,コメントの量バグほど多いなぁ,0.978
NEGATIVE,-1,この曲言うほど良くないよね,0.978
POSITIVE,0,推しが退所してから毎日聴いてます,0.518
POSITIVE,1,アイさんの言葉と歌詞が一緒なん沁みました😢,0.7164
NEGATIVE,0,1:09まじでごめん絶対違うんだけど愛してるでが関西弁にしか聞こえん,0.8551
NEUTRAL,0,ヤングジャンプで例のシーンまでの話しか読んでなくて3年越しにこの作品に触れましたがまさかここまで惹き込まれる作品とは思わなかった,0.6384
NEUTRAL,0,コメント欄だいぶ落ち着いたな,0.7577
NEUTRAL,0,あの日本の方いらっしゃいますかw,0.8561
POSITIVE,0,この曲運動会の曲になった😂,0.4985
POSITIVE,1,三億回おめでとうございます人気4位になっちゃったado許せんなあ,0.5807
POSITIVE,1,3.4億おめでとう6000万回再生で4億じゃんやばぁしかも投稿してもう6ヶ月もたったのかまじで時の流れは早い,0.8528
NEGATIVE,1,まだ人気4位入ってんのやばい,0.7636
NEUTRAL,0,流石に半年も経ったら人気ランキング落ちるかな…4位…ファッ!?,0.5029
POSITIVE,1,アイドルに関する日本のビデオが世界中のトレンドチャートに6か月間も存在し続けていることは信じられないことですそれは本当に信じられないことです400M行きましょう,0.7863
NEGATIVE,-1,最後のアイに抱かれるけど直ぐに消えるところが悲しすぎる,0.99
NEUTRAL,0,こんにちは皆さんおやすみ皆さんさようなら,0.8715
NEUTRAL,0,このコメント欄の波状投稿で再生数も多少上がってるから面倒くさいけど良しとするか,0.8516
NEGATIVE,0,コメ欄閉鎖とか無いよなな,0.5982
NEGATIVE,-1,コメント欄落ち着こうか…😅,0.7481
NEGATIVE,0,この分だとミッドナイト中コメント欄占拠されるな,0.8887
NEUTRAL,1,🎉🎉🎉🎉3.4億🎉🎉🎉🎉,0.565
NEUTRAL,0,短文非表示に出来ない物かね,0.5211
NEUTRAL,0,悔しかったら作って見ろと,0.6778
POSITIVE,0,MV公開から半年で3億4029万9416再生でした,0.7278
NEUTRAL,0,今年の紅白確定かな,0.5843
NEUTRAL,0,本日の再生数は876228回です先週の今日が906347回なので先週比は96.7%です3.4億再生おめでとうございます🎉年末まで残り80日ですところで海外の方のコメントが多いようですが何かあったのでしょうか,0.8713
POSITIVE,1,ついに夜に駆けるを超えてしまったか神曲だから当然,0.9571
NEUTRAL,1,まさか今日80万割るのか𝑶𝑴𝑮,0.7507
POSITIVE,1,3.4億回再生🌸おめでとう㊗️,0.9815
NEUTRAL,1,3.4億再生🎉,0.675
NEUTRAL,0,未だに4位ってマジか,0.5944
