,label,humanLabel,text,score
222,NEUTRAL,0,ふとした 時 に アイ の 母ちゃん と 父ちゃん は 誰 な んだろう と 思う アイ に 目 が ある なら 父ちゃん か 母ちゃん もしくは どっち も 星 が ある の か な そもそも 遺伝 な の か ,0.9291
223,NEUTRAL,1,実家 の ような 感じ が する ,0.912
224,NEUTRAL,1,1 話 見たら さらに ぐっと くる ,0.7946
225,NEGATIVE,0,マジ ❗ ️ ,0.7534
226,POSITIVE,1,勇者 も いい けど アイドル も いい ❗ ,0.7803
227,NEUTRAL,0,米津 の lemon の 再生 数 抜く な これ w ,0.7172
228,POSITIVE,0,TREASURE アイドル 声 良い ね アイドル TREASURE 10 人 コメントボタン 押す 方 ,0.784
229,NEUTRAL,0,もう 半年 経つ の に 驚き ,0.6799
230,NEUTRAL,0,1億2億 も 十分 凄い けど やっぱり 3 と いう 数字 は デカく 感じる 4 に なれば なおさら ,0.6458
231,NEUTRAL,0,MV で は 3 位 だ けど 楽曲 ランキング で は まだ 1 位 な んだ な ado と の 差 は 余り 無い けど ,0.8188
232,POSITIVE,1,様な 曲 が ランキング に 入ったり 抜けたり して る 中 この 曲 は 約 半年 ずっと 上位 に 君臨 して る の 異常 すぎる … 好き ,0.9922
233,POSITIVE,0,アイドル の ダンス 作れた 🎉🎉 🎉🎉 🎉🎉 🎉😊 😊😊 😊😊 😊😊 😊 ,0.9807
234,NEGATIVE,0,もう 半年 も 経つ の か … ,0.8999
235,NEUTRAL,0,さぁあ と 745万 だ ,0.5061
236,POSITIVE,1,中毒 性 が 異常に 高 過ぎて どんな 時 でも 勝手に 脳 内 再生 さ れて しまう 神曲 ,0.7154
237,NEUTRAL,1,異 次元 の 曲 ,0.9434
238,POSITIVE,0,原作 で アイツ が 疑似 復活 した 記念 で 見 に 来た ,0.8271
239,POSITIVE,0,人気 の ミュージック ビデオ の 次 が Ado で 納得 ,0.9289
240,POSITIVE,1,好きです ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ 😊😊 😊😊 😊😊 😊😊 😊😊 😊😊 😊😊 😊 ,0.9861
241,POSITIVE,0,今 3億4200万 回 再生 ,0.5402
242,NEGATIVE,0,この 歌 は 好きだ し いい んだ けど 低俗な 内容 の ショート 動画 や TikTok の 背景 で よく 流れて る の が すごく 嫌 そして それ に よく 流れて る サビ の 部分 だけ 聞いて 勘違い した にわか が 勇者 の 雰囲気 は ヨアソビ と 合って ない と か いう コメ 書いて ん の も 見て て 腹 ただしい ,0.9937
243,POSITIVE,1,人気 12 位 の 曲 たち を 見て 1 ヶ月 で 1億 を 出した アイドル が どれ だけ 異 次元 か よく 分かり ました まさに 日本 の 至宝 ,0.9492
244,NEGATIVE,0,祝福 が 23 位 から 消えて しまい 何処 に も 存在 し なく なって しまった どう 言う 事 な んだろうー アドベンチャー と セブンティーン は 70 位 台 に 入って いる のに ,0.8529
245,POSITIVE,0,三 位 に 上がった ね ,0.8376
246,POSITIVE,0,人気 3 位 に 復帰 ‼ ️ 人気 1 位 は … よかった アイツ じゃ ねぇ ,0.9714
247,POSITIVE,0,夜 に 駆ける を 年齢 制限 から 解放 したら 人 が 流れ 込んで 人気 MV ランキング X の トレンド で 急 上昇 し そう ,0.5106
248,POSITIVE,1,いい 曲 です ︎ ✧ ︎ ,0.9823
249,NEGATIVE,0,日曜日 の 朝 だ から って 油断 して コメント を 絶やす な ,0.8508
250,POSITIVE,0,ヒカキン も やって た よ ,0.5692
251,POSITIVE,0,嘘 は 飛び切り の 愛 な んだ よ いつか 本当の 愛 に なる 日 を 願って もう とっくに 本当の 愛 に なって た 筈 だ けど 愛 って 目 に 見え ない から はっきり 分から ない でも ファン に は 嘘 でも 愛して る って 言える けど ルビィ と アクア に は 嘘 に なる と 怖くて 言え ない 自分 を 刺して 自分 の 命 が 消え そうな ギリギリ まで も 目の前 の ファン を 愛し たい と 思う 愛 と 言わ ず して なんと言う の か … なにより 自分 の 子供 見て 全力 の 素 で 可愛い と 笑顔 に なれる 時点 で 大好きな んだ よ ,0.9567
252,POSITIVE,0,"間奏 の 所 You ' remysavior , you ' remysavinggrace ( あなた は 私 の 救世 主 あなた は 私 の 救い / 恵み で す ) ",0.6959
253,POSITIVE,0,居然 3 .4 亿播 放 了 ,0.7061
254,POSITIVE,0,ヴォーカル 様 貴女 の 未来 っぽい m ( _ _ ) m ,0.5115
255,POSITIVE,1,いくら ちゃん て 歌う まい なあ 令和 の 歌姫 ,0.9846
256,NEUTRAL,0,寝る 前 に 聴く と ベートーヴェン の 第 9 同様に 頭 が 冴えて しまう ね 寝る 前 は 勇者 の 方 が 良い かも ,0.8528
257,POSITIVE,0,某 MAD と 某 YouTuber から 知って 今日 推し の 子 を 最終 回 まで 見 ました が タイトル 回収 と か ヤバ すぎ ました しかも この 曲 が 1 話 の 内容 なんて …… …… こんな 神曲 作って くれた YOASOBI に は 感謝 です ありがとう ございます 愛して ます そして 2 期 も 期待 して ます ( 是 非 2 期 も YOASOBI さん が 担当 して ほし いな ) ,0.831
258,POSITIVE,1,廻 廻 奇譚 も 3 . 3億 再生 達成 した な J - POP は 最強だ ,0.9693
259,POSITIVE,0,ロリ 神 と いっつも 一緒に 聴いて る ,0.505
260,POSITIVE,1,ついに 3 . 4億 突破 yoasobi 凄 すぎる ,0.9262
261,POSITIVE,0,これ だけ は 言える 民放 で 生 は まだ 一 度 も 披露 した 事 は ない NHK で さえ も 披露 して ない これ は 紅白 で 生 ライブ 決定 だろう 盛り上がる ぞ ,0.9641
262,NEUTRAL,0,本日 の 再生 数 は 1027515 回 です 先週 の 今日 が 1032143 回 な ので 先週 比 は 99 .6 % です 先週 超え まで もう 少し でした ね ,0.698
263,POSITIVE,0,これ は 嘘 じゃ ない 愛して る ♬ 言 われて みたいな 愛さ れて い ない から ・ ・ ・ ,0.434
264,POSITIVE,1,すごい 幸せ いっぱいに なる きょく ,0.982
265,POSITIVE,1,公開 半年 で 3 . 4億 …… 初動 爆発 力 は 他の 曲 を 遥かに 越して る どこ まで 続く か な 推し の 子 第 2 期 楽しみ ,0.9902
266,POSITIVE,1,レコード 大賞 アイドル 以外 に 何 が ある 今年 は アイドル が 強 すぎる し それ 以外 が 弱 すぎる たとえ 候補 に 上がった と して も それ は もう お 星 様 の 引き立て 役 ABC と して フリ に 使わ れる だけ もう 一 度 言う けど アイドル が 強 すぎる ,0.5245
267,POSITIVE,1,神曲 ,0.9224
268,POSITIVE,1,3 . 42億 再生 お めで とう 🎉🎉 ,0.9539
269,POSITIVE,0,今年 の 日本 レコード 大賞 は アイドル に 決まり だ ‼ ️ ,0.9759
270,POSITIVE,0,さぁ 明日 は ランキング が 1 つ 上がる ぞ 4 位 → 3 位 ,0.9315
271,NEUTRAL,0,久しぶりに 動画 みたら 再生 数 エグチ ,0.6452
272,POSITIVE,1,3 : 14 アウトロ 専用 の メロディー ライン を 入れる の って すごい 挑戦 的だ と 思う んだ けど アイ の 物語 は ここ で 終わり だ けど 本 編 は ここ から 始まる んです って 感じ が して すごく 好きな んです が 共感 して くれる 人 って い ます か ね ,0.9757
273,POSITIVE,1,今 東北 に 来て んだ けど 東北 で 聴く アイドル も また 良い わ ,0.9824
274,NEGATIVE,0,最近 マンガ の 128 話 関連 の コメント が 多い 控えて ほしい まだ 知ら ない 人 も いる んだ から さ ,0.7033
275,NEUTRAL,1,最初 から 後半 まで は 讃美歌 的な 感じ だった んだ けど 3 : 16 の 辺り から ポップな 感じ に なって る んだ よ ね 本心 を さらけ 出した 事 で アイドル ( 偶像 ) と いう 建前 であり 飾り を 捨てた って 事 な んだろう か ,0.6955
276,NEUTRAL,1,名曲 が 多 すぎる から お まかせ を 注文 して も 大丈夫な アーティスト ( ?) ,0.6412
277,POSITIVE,0,明日 も アイドル ,0.8248
278,NEGATIVE,1,聞き 終わって 浮かんで くる 感想 が この 曲 いい な じゃ なくて この 曲 ヤバい なな の は 中 に 狂って る と 思う ,0.5141
279,NEUTRAL,0,い ぉ ヴ ぇ あい ,0.5653
280,NEUTRAL,0,21 世紀 で これ まで で 最も 流行った 曲 は って インタビュー さ れたら アイドル と 答える ,0.8714
281,NEUTRAL,0,仮に この 四 半 世紀 で レコード 大賞 に 選ば れた 曲 同士 で さらに 上 の 賞 を 賭けた 対決 を した と して も アイドル が その 中 から 選ば れる やろ な ,0.8159
282,NEUTRAL,0,でも 幾 田 は どう する ,0.636
283,POSITIVE,1,感情 99 点 歌 うま 99 点 や ね ,0.5625
284,POSITIVE,0,去年 は Habit 今年 は アイドル よ 👀👀 ,0.973
285,POSITIVE,1,最近 深夜 に なったら アイドル 踊り 狂って る んだ けど チョー 絶 気持ち いい ,0.9894
286,POSITIVE,1,YOASOBI の Ayase さん 可愛い ( * ≧ з ≦ ) で す YOASOBI の Ayase さん ikura さん の 2 人 の 皆さん の 歌 🎤 が キレキレ で 素晴らしい です 😊🎵 僕 は 毎日 YOASOBI の Ayase さん ikura さん の 2 人 の 皆さん の 歌 🎤 で 元気 と 勇気 を 貰って ます YOASOBI の Ayase さん ikura さん の 2 人 の 皆さん あり が とう ( * ▽ *) YOASOBI の Ayase さん ikura さん の 2 人 の 皆さん 夢 に 向かって 頑張って ください 👊😆 🎵ず っと ずっと 応援 して ます 👊😄 📢 ,0.9841
287,POSITIVE,1,アニメ に 合い すぎて いる 神曲 ,0.9737
288,NEUTRAL,1,知ら ない 内 に えぐ い 事 に なって て 草 ,0.8726
289,NEUTRAL,0,再生 回数 アメリカ の 人口 超えて て 草 ,0.5135
290,POSITIVE,0,推し の 子 に 旭 山 動物 園 参戦 して ほしい ,0.8616
291,NEUTRAL,0,資本 経済 は 子宮 の 入り口 当たって るぅ \ \ \ ,0.6805
292,NEUTRAL,0,ええ ぇ 人気 ランキング 4 位 な のー ,0.5097
293,POSITIVE,1,成人 式 男性 3 人 組 も 好き ❤ ,0.9803
294,NEUTRAL,0,2050 年 聴いて る 人 ,0.7979
295,POSITIVE,1,コメント 13万 件 お めで とう 🎉 ,0.9816
296,POSITIVE,-1,まふまふ 方 が 好きです ❤ ,0.9633
297,POSITIVE,1,テンポ が いい ,0.9833
298,NEGATIVE,-1,とうとう 人気 1 位 の ミュージック ビデオ から 落ちて しまった … ,0.9932
299,POSITIVE,1,啊 我 最 喜 歡後 面 的 愛して る ,0.9883
300,POSITIVE,1,YOASOBI さん 天才 だー ずっと 聴いて い られるー 最高 ,0.9922
301,NEUTRAL,0,推し の 子 が 半年 経って も 流行って いる 理由 3 割 この 曲 説 ,0.9316
302,NEUTRAL,0,最後の アイシテル は 泣ける ,0.7426
303,POSITIVE,1,アイドル が テレビ で 紹介 さ れる と 嬉しくて 涙 出そう に なる ,0.9732
304,NEGATIVE,0,最後の 愛して る で 何 回 も 泣いて しまう ( _ ) ショック すぎて ,0.9894
305,POSITIVE,1,6 ヶ月 で 再生 回数 3 . 4億 回 って 凄い な ,0.8716
306,POSITIVE,1,学校 の 運動 会 で アイドル やって めちゃ 嬉しかった ,0.9917
307,NEUTRAL,1,ラスサビ は アイ の 言い たかった こと 全部 入れて る の まじ 涙 ,0.4663
308,POSITIVE,1,アイドル 最高 ,0.9925
309,NEGATIVE,0,ちょっと 待って ゲッター が 飛んで ない やん !! ,0.9725
310,POSITIVE,1,推し の アイ 様 ❤ ,0.8137
311,NEGATIVE,1,なんか 中毒 に なり ます よ ね 😆 ,0.9309
312,NEGATIVE,-1,変な 歌 ,0.8135
313,NEGATIVE,0,2 期 の OP 担当 バカ 重圧 えぐ いや ん ,0.9861
314,POSITIVE,1,すま ない 先生 かっこいい です 好き 💖😊 💓😊 ❤ ️ ,0.9948
315,NEGATIVE,0,アニメ 漫画 見て ない と わから ない こと だらけ な んだ なぁ … ,0.9854
316,POSITIVE,0,0 : 48 地面 の 反射 に 一瞬 映る モノ 作画 って の は 不要な もの は 描か ない つまり これ は 必要な 作画 だった んだ ? ?? つまり 僕 は 完璧で 究極 の 変態 ❤ PS . 普通に この 曲 大好きです ❤ ️ ,0.9023
317,NEUTRAL,0,高速 SA から あちらこちら で 聴こえる アイドル の 楽曲 聴いて る ね 隣 の オバ はん 群青 聴いて る わ ,0.7223
318,NEGATIVE,0,なんで よ さっき 1 位 だった の に ado 嫌い ,0.99
319,NEUTRAL,0,0 : 03 ルビー だ な ,0.9422
320,NEGATIVE,1,曲 は 良かった です が 残念 ながら 星野 愛 さん は 亡くなって しまい ました ,0.9557
321,NEUTRAL,0,0 : 03 ここ やっぱ ルビー じゃ ね 目 の 色 ピンク やし ,0.9178
322,POSITIVE,1,素晴らし いなぁ ✨ 😍 ,0.989
323,NEUTRAL,0,もう 半年 前 なんか 時間 経つ の 早い な ,0.5833
324,POSITIVE,0,りお ちゃん が 歌って た ね お 父さん に 説教 して た けど 確か マイク を ヘアブラシ に して ね 😊 ,0.5328
325,POSITIVE,1,素晴らしい ,0.9933
326,POSITIVE,0,朝 も アイドル ,0.7418
327,NEGATIVE,1,三億 行っちゃ った よ … もう 誰 に も とめ らん ねぇ よ … ,0.8647
328,POSITIVE,1,途中 の 脚韻 が 聴き 心地 良 すぎる ,0.9862
329,POSITIVE,0,アイ の 生涯 を 語って いる 曲 だ よ ね ,0.6543
330,NEUTRAL,1,⒊ 4億 再生 お めで と ,0.4933
331,NEUTRAL,0,もう 半年 経った こと に 驚き ,0.8206
332,POSITIVE,1,再生 数 が 天元 突破 して る 凄い ,0.9068
333,POSITIVE,0,今夜 は コメント の バグ が 無く 静かな 航海 に なり そうだ スヤスヤ …… ,0.5784
334,NEUTRAL,1,久 に 見 に きたら 再生 回数 えぐ いこ と なって る www ,0.4871
335,POSITIVE,1,3 . 41億 再生 お めで とう 🎉🎉 あと 次 まで 900万 だ ,0.963
336,NEUTRAL,0,思った んだ けど 色 違う 方 ルビー や な ,0.852
337,POSITIVE,0,ワンチャン 五億 の 夢見 せて くれ そうで 震えて る ,0.9564
338,POSITIVE,1,5億 再生 お めで とう ( 未来 の 記憶 ,0.9692
339,POSITIVE,0,本日 の 再生 数 は 837753 回 です 先週 の 今日 が 903376 回 な ので 先週 比 は 92 .7 % です 明日 最後の 100万 再生 を …… …… いや いつも 通り の 100万 再生 を 拝み ましょう ,0.7121
340,POSITIVE,1,私 は タイ 人 です が 今 でも この 曲 を 何度 も 聞く の が 好きです たとえ 訳せ なくて も でも とても 綺麗な ので 聞いて み ます ,0.9867
341,NEGATIVE,0,フリーレン だ けど 再生 数 が 伸び ない な 何故 だろう 1 日 に 平均 100万 再生 ない んだ よ な アイドル の せい だ と か 言わ れ そう YOASOBI 的 に は どちら でも いい んだろう が フリー レン ファン は 納得 し ない だろう 何とか 協力 して やり たい 物 だ が ・ ・ ・ ,0.7384
342,POSITIVE,1,いつまで ランキング 載って ん ねん 神曲 すぎたろ 流石 に ,0.9425
343,NEUTRAL,0,おいおい まだ 4億 再生 いって ない の か よ ,0.866
344,POSITIVE,0,将棋 8 冠 王 に 勝利 した 世界 一 位 の チェスプレイヤー ごー ごー マザーカール おじさん ,0.7498
345,NEUTRAL,0,Lemon は 3億 → 4億 まで 128 日 前後 かかり ました が アイドル は それ より 早く 行ける か な ,0.5505
346,POSITIVE,0,年 内 4億 かなり 現実 味 を 帯びて きた ぞ ,0.6211
347,POSITIVE,0,間違い なく 今年 で 1 番 聴か れた 曲 ,0.9272
348,POSITIVE,0,知ら ぬ 間 に 3 . 41億 再生 に なって た わ w ,0.5416
349,POSITIVE,0,この 曲 から 推し の 子 に 入った 人 多い だろう なぁ ,0.675
350,NEGATIVE,0,岡村 さん の アイドル が 下手 すぎて 交互に 聴いちゃ う ,0.7349
351,POSITIVE,1,ヨアソビ は 日本 の 誇り です ,0.8199
352,POSITIVE,0,日曜日 に ランキング が 4 位 → 3 位 に 上がり ます 確定 情報 です ,0.6903
353,POSITIVE,1,日本 中 の アーティスト が YOASOBI に 注目 して まっ せ 👍 ,0.771
354,POSITIVE,1,0 : 01 始まる 頃 から 興奮 する ,0.9635
355,NEUTRAL,0,星野 アイ って 実際 の アイドル で 例える なら 誰 なんだろう ,0.93
356,POSITIVE,1,四億 おめでとう ,0.9602
357,NEUTRAL,0,君 たち ここ に 来る の 1 回 目 じゃ 無い でしょ ,0.5859
358,POSITIVE,1,何 回 も 聞いて も 飽き ない ,0.6746
